uid	iids
2407	1068,243,562,320,320
2408	243,607,637,768,806
2409	243,419,419,456,456
2410	1196,846,244,1000
2411	244,880,936,956,957
2412	245,245,849,1278,1241
2413	797,1353,1421
2414	246
2415	1232,628,1199
2416	246,1232,1035,1444
2417	699,746,246
2418	958,752,681,247,1395
2419	1263,247,1476,1382,1350
2421	392,392
2422	1139,769,248,711,503
2423	248,1139,1500,719,1167
2424	249,1505,964,606,574
2425	1373,249,353,353,354
2426	250,651
2427	878,519,249,1070,1055
2428	419,419,475,475,469,469,428,491,428,491,249,601,616,698,822
2429	250,612,1127,611
2430	1248,1177,1448,1364,1486,1543,1509,1136
2431	253,615,887,922,253
2432	557,374,374,722,254
2433	350,350,1307,1307,571
2434	254,557,558,629,571
2435	255
2436	255,1052,1015,1153,1382
2437	255,1064,1215,958,1092,539,1079,1201,828,1502,618,1129,1022,1532,961,1436,1090,614
2438	255,987,1030,1381,1471
2439	255,1020,1520
2440	255,1146,1116,1029,1353
2441	922,1466,1088,1490
2442	269,321,510,321,510
2443	1133,883,257,590
2444	257,590,1178,1185,1186
2445	257,489,489,590
2446	257,590,1096,947
2447	1142,259
2448	259,275,275,917,866
2449	260,350,350,453
2451	260,349,355,453,349,355
2452	453,453
2453	450
2454	261,450,452,454,450
2455	450,450,261,450,450
2456	454,454,261
2457	261,450,452,454,450
2458	262,365,365
2459	262,289,289,728,800
2460	539
2461	262,290,290,523,539
2462	813,954,262,347
2463	1316,566,1527
2464	1187,1426,263,651,1195
2465	1371,1439,1511,263,1167
2466	1244,264,1195,1124,1068
2467	289,289,264,931,582
2468	866,1193,264,1414,1096,1089,630
2469	345,345,1092,1011,913,1411,668,1544,1472,1356,1495
2470	1150,1446,264
2471	264,1477,1367,630,942,1478
2472	280,280,510,510,265
2473	455,455,265,644,1193
2474	858,645,265
2475	336,336,563,265
2476	839,266,1572,1497
2477	288,288,1204,1297,681,1388,1448,1323
2479	1290,1333,1316,1414,266
2480	1181,961,1436,1323,1477,583,912,630,942,1478
2481	1449,660,268
2482	1403,1308,1061,266
2483	513,1153,1289,1198,983,1507,1271,1096,1443,1334,1529,268
2484	1518,1024
2485	345,345,1031,1411,1405,1511
2486	890,1504,266
2487	1529,1097
2488	266,1539
2489	1235,266,931,1195
2490	776,266,1476,465
2491	1147,872,1274,1425,1458
2492	1164,266,1036,1543
2493	1220,1188,1258,1318,266,1228
2494	1379,1038,266
2495	834,1170,1173,1175,647,754
2496	974,797,1078,266,1039
2497	989,797,1058,1320,290,290,756,851,1381,1411,266
2498	1043,1173,1211,1301,854,687,970,266
2499	940,1104,973,266,1486,1521
2500	778,1064,934,177,1288,266,1458,1021
2501	911,745,745,699,746,633,1500,682,699,746,267,635,653,653,965,653,653,653
2502	1207,1549
2503	1153,1387,1521
2504	780,1171,1064,1128,747,1191,1177,1463,918,435,476,435,476,1444,1493
2505	1235,762
2506	1252,1299,1007,1060,1191,962
2507	769,839,681,773,1274,1318,921,1461,1246,1363,1449,1417,618,1549,1371,931,1090,397,397,268,1465,1433,930
2508	1289,1390,1271,1531
2509	427,427,475,475,602,302,302,974,1313,1296,1386,443,443,842,1325
2510	1415,1182,390,390,268,1195,651
2511	270,1082,1140,290,290,1326,1007
2512	270,334,334,849,1229
2513	270,1141,1160,1133
2514	270,690,1153,801
2515	270,781,648,1173,1145,1164,1054,1381
2516	271,274,310,271,274
2517	545,272,272,272,272
2518	372,372,272,272,317,317
2519	273,503,273,503,914
2520	353,353,273,273,541
2521	273,273,273,273
2523	662,280,355,280,355
2524	414,414,502,502,280
2525	843,533,865,1274
2526	281,281,610,610,607
2527	284,284,284,284,284
2528	286,287,286,287,408
2529	449,449,449,449,449,449,287,287
2530	685,287,287,408
2531	596,287,408,287,408
2532	914,513
2533	700,734,811
2534	288,288,1152,560,762
2535	729,1064,288,288,1507
2536	872,288,288,1013,1462
2537	288,288
2538	778,788,729,288,288
2539	288,288,1156,1265,754,1389
2540	288,288,934,1145,1343
2541	288,288
2543	288,288,1372,846,1021
2544	288,288,1146,358
2545	289,289,539,1389,1159
2546	832,289,289,513,1173,960,1019,1463,1325,1472,383
2547	975,289,289,355,355
2548	775,404,404,289,289
2549	834,289,289,1309,1359
2550	513,538,1146
2551	289,289,1166,1273,1264,1054
2552	405,405,404,404,1052,289,289,1029,681,1391,1461,1523,1550,1378,1126
2553	791,1264
2554	1028,289,289,1509
2555	289,289,941,1245,773,1374,1159
2556	775,849,289,289
2557	690,929,1153,289,289,1094
2558	821,1068
2559	513,538,879,941,1245,290,290,1056,1057,1531,1378
2560	1103,894,539,1225,1312,872,277,1461,1509
2561	833,1003,982,355,355,1207,290,290,1080,1400,1125,1544,1520
2562	290,290,756,1354
2563	290,356,290
2564	317,413,317
2565	291,291,1522,1323,1435,1477,630,912,1478,942,1478
2566	291,291,699,746,534
2567	779,291,291,653,965
2568	422,422,1508,884,366,366,292,292,466
2569	881,424,424,436,436,292
2570	424,424,292,292,535
2571	292,322,424,292,322
2572	292,485,491,292,485
2573	292,510,292,510,601
2574	293,322,489,293,322
2575	293,489,293
2576	467,477,467
2577	293,293,955,438,438
2578	293,430,428,469,293,430,428
2579	293,467,293,467
2580	447,447,295,295,295
2581	374,374,295,295,724
2582	295,295,571,379,379
2583	295,295,557,571,724
2585	379,379,295,295,338
2586	295,379,295
2587	558,297,297,557,845,964,296
2588	447,447,296,296,297
2589	299,333,299,333,722
2590	300,392,300,392
2591	302,304,302,304,900
2592	302,302,1147
2593	812,946,302,302,934,1165,1358,1577
2594	302,302,304,304,1297
2595	1122,1315,305,305,1213
2596	305,305,1122,1213,1314
2597	305,305,1122,1213,1314
2598	1122,305,305,1213,1315
2599	311,311,624
2600	308,309,308,309,1558
2601	309,311,309,311,1558
2602	312,312,510,510,1449
2603	661,313,313,317,317,596
2604	730,313,313,505,505
2605	314,314
2606	314,314,314,314,314
2607	314,314,610,653,653
2608	315,315,462,462,462
2609	315,462,464,315,462
2610	315,315,975,464,464
2611	822,964
2612	317,510,317,510,1013
2613	1054,1260,1425,1395
2614	317,317,808,1147,1154
2615	740,317,317,825,919
2616	317,317,594,696,317
2617	1101,317,317,651,1101
2618	1192,319,319,1395,1431
2620	422,422,320
2621	503,503,914,320
2622	878,676,320,320,1026
2623	320,320,673,877
2624	320,320,783,320,320
2625	321,321,328,328,596
2626	545,822,320
2627	503,503,914,576,320
2628	489,489,673
2629	414,414,321,321
2630	510,510,1566,321,321
2631	503,503,914,321,321
2632	477,483,477
2633	320,320,1122,320,320
2634	320,320,320,320
2635	510,510,433,433,320,320
2636	322,475,322,475,936
2637	320,320,596,502,502
2638	322,489,322,489,749
2639	322,322,365,489,365
2640	320,320,526,320,320
2641	489,510,489
2642	320,320,531
2643	320,361,320,361,531
2645	323,323,699,746,699,746
2646	594,594,594,323,323
2647	1466,328
2648	622,761,762,1006,763,756,328,328,546,328
2649	328,328,365,365,1293
2650	361,361,684,716
2651	328,328,834,338,338,554
2652	744,865,1434
2653	330,330,713,348,348
2655	866,870,901,331,331
2656	569,870,1034,331,331
2657	332,332,489,489,817
2658	334,334,1450,435,435,1517
2659	334,334,733
2660	334,334,1176,729
2661	334,334,1452,1517,583,1039
2662	775,334,334,1079
2663	862,536,334,334
2664	334,334,1400,1548,753,886
2665	337,337,1104,1141,538
2666	337,337,1028,1174,1116
2668	913,1458
2669	554,467,467,338,338
2670	338,338,554,673,1206
2671	820,337,337,1031,930
2673	338,338
2674	338,338
2675	546,553
2676	339,339,509,511,509
2677	339,509,339,509,1560
2678	340,340,728,1206,1092,1008,1210,1331,754,1316,1123,817,1308,1449,793,1482,1415,1514,1054,1494,1426,1126
2679	934,1225,1007,1036,1438,1063,1195
2680	780,340,340,1098,946,1028,1153,1140,648,1080,1481
2681	1546
2682	340,340,1017,987,538,1158,1217,1157,797,1211,1194,1080,1481,1483,1482,821,1244
2683	341,341,725,330,1513
2684	343,343,307,624
2685	419,421,422,419,421,422
2686	345,345,1435,1039
2687	819,345,345,1475
2688	1064,983,1246,1449
2689	764,345,345,494
2690	946,1087
2691	345,345,879,537
2692	349,350,349,350,351
2693	13
2694	349,406,453,349,406
2695	349,349,350,350,733
2696	349,351,349,351,830
2697	941,700,349,349
2698	350,350,634,1397
2699	454
2700	947,353,353,625,414
2701	353,353,353
2702	787,353,353,965,733
2703	353,353,541,353,353
2704	353,353,1085,1045,908
2705	640,353,510,353,510,704
2706	822,888,1403,1379,355
2707	526,562,355,355
2708	1187,890,355,355,1234,1424,1047,793,1439,1430,750,1530,1021,1398,1200,875
2709	1052,1043
2710	1204,178,355,355,1387,872,1379
2711	1152,1273,355,355,1235
2712	1031,355,355,1331,1080
2713	355,355,1253,841
2714	800,355,355,1095
2715	975,690,958,1079,1381,1278
2716	502,502,599,355,355
2717	357,388,357,388,537
2718	388,388,357,357
2719	685,357,357,370,370
2720	388,388
2721	1363,359,359
2722	1144,628,1401,1390,841,1425,1442,1222,1544,582,583,651,359,359
2723	756,449,449,449,449,358
2724	669,911,1473,358,358
2725	1066,570,1034,1092,358,358,1332,960,983,1278,1241
2726	358,358,740,960,1164
2727	358,358,1318,510,510
2728	358,358
2729	358,358,535,1105,1219
2730	1009,1210,841,358,358
2731	1156,1105,1049
2732	1146,1265,1183,1388,1013,358,358,1044,1177,1282,1271,1456,1417,1522
2733	552,834,1176,1172,1058,1209,1301,358,358,854,874,1276,1543,1544,1540,1525,1488
2734	1258,358,358
2735	1153,358,358,1038,1411,1304
2736	503,503,914,360,360
2737	360,360
2738	716,360,360,737,1053
2739	502,502,360,360,871
2740	737,361,361,503
2741	848,361,361,768
2742	936
2743	551,562,706,361,361
2744	361,361,708,737,1294
2745	361,361,532,684,737
2746	361,361,1138,598,751
2747	361,361,1138,414,414
2748	361,361,1055,1138
2749	361,361,972,1138,1294
2750	361,429,439,457,510,361,429,439,457
2751	361,361,1138
2752	361,361,737,606,1138
2753	1138,684,737
2754	361,361,1094,361,361
2755	414,414,631,361,361
2756	361,361,594,684,1138
2757	1168,1011,1067,1421,1119,1426
2758	594,594,361,361
2759	361,361,654,657,684
2760	362,373,362,373,546
2761	1468,365,365,608,1293
2762	436,436,925,1051,365,365
2763	366,366,616,616,822,824
2764	366,366,824,1012,1084
2765	366,366,995,616,824
2766	822,944,1084,1326,970,1461,366,366,1237
2767	554,625,366,366,1404
2768	917,822,995,366,366
2769	366,366,726,944,995
2770	367,367,641,703,709
2771	369,369,1207,1166,564
2772	369,369,537
2773	369,369,537,564,1162
2774	369,388,369,388,1210
2775	369,370,369,370,564
2776	370,388,370,388,537,1050
2777	369,370,369,370,388
2778	370,370,564,369,369
2779	370,370
2780	388,388,369,369,537
2781	369,369,388,369,369
2783	370,370,564,858,1380
2784	702,813,378,378,596
2785	381
2787	1052,767,733,1082,1204,1187,1388,1387,874,1056,1019,1541,383,383,1068
2788	1022,1195,383,383,1068,1551,1039
2789	523,970,1077
2790	383,383,651,1068
2791	1210,1253,921,756,1203,383
2792	546,384,384,817,1360
2794	540,600
2795	384,436,445,384,436
2796	719,385,480,385,480
2797	902,386,386,867,868,869,594
2798	417,417,682,388,388
2799	388,388,388,388
2801	682
2802	1020,1244,1163
2803	1543,1439,1284,1543,390,390,772,1244
2804	990,1174,1075,1211,1351,1326,1431,443,443,390
2805	1017,1152,1030,1057,1483,390,390,1068
2806	1161,1472,390,390,1378
2807	1103,767,681,748,1438,1442,1528,1486,1482,772,1021,1477,1535
2808	973,1212,1570
2810	392,392,824,392,392
2811	392,392,822,685
2812	392
2813	392,392,822,392
2814	394,394,1560,393,393
2815	835,845,395,395,1231
2816	1021,1477,396,396,701
2817	1006,1290,1333,1247,1250,1089,396,396
2818	1145,695,503,503,914,1277,1180,397,397,651,1093,555
2819	551,1171,627,398,398
2820	503,503,914
2821	699,746,699,746,653,653,965,734
2822	399,399
2823	399,503,399,503,914
2824	401,401,794,427,427
2825	1235,1278,1302
2826	404,404,775,774
2827	404,404,775
2828	404,404,647,1387
2829	404,404,849
2830	936,956,405,405,516
2831	503,503,914,407,407
2832	612,760,1127,409
2833	810,409
2834	660,738,1190,660,802,412
2835	412,412,1134,633,738
2836	412,412,554,941,1256
2837	412,412,631,660,738
2838	549,947,998,1108,413
2839	621,638,413,413
2840	521,715,611
2841	591,591,1123
2842	503,503,914,414,414
2843	414,414
2844	1179
2845	712,883,933,415
2846	899,415,415,1006,673
2847	867,869,1085
2848	418,418,418,418,418
2850	418,418,533
2851	418,418,783
2852	418,418,521,418,418
2853	419,421,419,421,593
2854	419,421,419
2855	419,422,419,422,422,422,1508,554
2856	419,421,422,419,421
2857	419,419,422,422,1508
2858	422,422,1508
2859	419,421,419,421,505,505,1249
2860	635,422,422,422,422,422
2861	420,420,1045
2862	422,422
2863	421,422,421,422,1508
2864	593,649,421,421,751
2865	422,422,1508,421,421
2866	421,422,421,422,1508
2867	421,422,421,422,422
2868	422,422,422
2869	422,422,1508,58
2870	424,424,422,422,1508
2871	422,422,422,422,1508
2872	422,422,884,1004,1508
2873	422,422,422,422
2874	422
2875	422,422,422,422,1508
2876	422,422
2877	422,422,649,995,1508,422
2878	653,965,422,422,1508
2879	422,422,422,422,1508
2880	422,422,1012,1179,1508
2881	422,422,422,422,1508
2882	422,422,422,422,1045
2883	422,422,1508,699,746
2884	422,422,1508,524,646
2886	422,422
2887	422,422,422,422,1508
2888	649,422,422,422,422,649,422,422,422,422,422,422
2889	422,422,422,422,1508
2890	649,422,422,422,422
2891	884,768
2892	422,422
2893	699,746,653
2894	422,422,1508,422,422
2895	790,422,422,1508,692
2896	422,422,422,422,1508
2897	422,422,838,997,659
2899	422,422,422,422,1508
2900	424,424,600,426,426
2901	510
2902	754,768,424,489,424
2903	802,810,424,489,424
2904	424,489,424
2905	504,504,424,424,428
2906	424,489,424,489,540
2907	424,489,424
2908	424,436,477,424,436
2909	424,424,964,1255,472,493,472,493
2910	472,483,472
2911	425,437,425,437,680
2912	1366,477,477,428,489,428,489,837,887,1362
2913	428,483,489,428,483
2914	429,434,429,434,489
2915	429,475,489,429,475
2916	1277,429,434,436,477,429,434
2917	431,473,510,431,473
2918	477,477,1070,427,427
2919	516,427,440,510,427
2920	428,441,428,441,649
2922	427,427,434,436,434
2923	428,435,428,435,699,718,746
2924	427,510,427,510,597
2925	640,428,435,441,428,435
2926	429,477,429,477,1012
2927	493,493,601,433,433
2928	535,433,433,789,489
2929	428,428,492
2930	434,503,510,434,503
2931	483,493,483
2932	436,436,540,434,434
2933	487,487,434,434
2934	429,429,474,474,601
2935	510,510,434,487,434,487,436,476,492,436,476
2936	699,746,653,434,434
2937	1154
2938	1395,435,435,1325,651,1124
2939	1209,1078,510
2940	518,1253,854,1358,1275,1451,1543
2941	894,1148,1258,1471,1425
2942	440,467,440,467,435
2943	1263,1419,1361,435
2944	1171,1008,1038
2945	990,1103,523,754,435
2946	437,437,1491
2947	439,439,443,443,540
2948	435,489,435,489,718
2949	436,436,540,479,479
2950	436,436,549,609
2951	493,493,540,441,441
2952	510,510,601
2953	510,510,877,878,542,440,440,484,484
2955	1170,440,502,440,502
2956	1291,1150,854,1371,443,443
2957	1204,1258,773,1405,1442,1533,443,443
2958	801,1007,1191,443,443
2959	945,443,443
2960	635,1108,1009,934,1160,443,443
2961	1194,1191,443,443
2962	934,1064,443,443,1068
2963	475,475,444,444,1096
2964	489
2965	658,751,445,445,868
2966	446,446,522,845,964
2967	1357,1376,838
2968	447,447,254
2969	449,449,1050,898
2970	449,449,594,909,1102
2971	450,452,454,450,452,454
2972	449,449,594,1051,594
2973	450,452,454,450,452
2974	450,452,454,450,452
2975	451,451,503,503,914
2976	1096,451,451,660,1051
2977	455,455,1062
2978	907,457,457,510,510
2979	699,699,746,746,850,699,746,1111,459,459,699,746
2980	903,460,460,699,746
2981	460,460,699,746,903
2982	554,460,460,950
2983	462,462,774,1043,1296,1259,1450
2984	462,464,462,464,86
2985	682,1395,465,465,1406
2986	560,747,465,465
2987	728,1536,465,465,952,911,1089,1068
2988	560,1267,1375,1253,1411,1448,1113
2989	523,747,1246,1460,465
2990	560,1141
2991	471,471,721,740,534
2992	473,473
2993	473,476,473
2994	474,474,493,493
2995	1423,476,476,1581,930
2996	556,826,476,476,686
2997	1369,1136,476,476,1415,952
2998	475,504,475,504,1271
2999	865,475,475,635
3000	479
3001	1193,510,510,479,479
3002	865,510,510,480,480
3003	510,510,480,480,484
3004	480,480,521,764,922
3005	483,483,585,828,1201
3006	510,510,865,744
3008	491,491,601
3009	491,510,491,510,479
3010	491,489,510,491,489
3011	699,746,495,495,699,746,699
3012	596,489,489,341
3013	1092,982,1133,1198,1442,1019,495,495
3014	545
3015	495,495,495,495
3016	489,489
3017	495,495,495,495,495
3018	714,489,489,764,1490
3019	495,495,751,838
3020	516,770,1373,1373,1373
3021	489,489,546,751,1322
3022	489,489,1039,1360,1216,930,1167,1498,1497
3023	489,489,837,633
3024	489,510,489,510
3025	510,510,489,489,1373
3027	1231,1231,700,499,499
3028	499,499,499,499,871
3029	500,499,500,499,499
3030	1012,499,499,1347
3031	501,501,500,500,1024
3032	489,489
3033	489,489
3034	814,489,510,489,510
3035	489,489,613,984,1184
3036	689,489,489,432,1026
3037	489,510,489,510,621
3038	489,510,489,510,824
3039	510,510,489,489
3040	770,503,503,914,502
3041	502,503,502,503,914
3042	502,503,502,503,914
3043	503,503,914,502,502
3044	822,653,653,502
3045	503,503,914,502,502
3046	502,510,502,510,1012
3047	489,489,668,964,1045
3049	502,502,699,746
3050	768,502,502,606,768
3051	502,502
3052	503,503,914,502,502
3053	503,504,503,504,914
3054	1094,764,1094,633,503
3055	680,503,503,914,965
3056	985,503,503,914
3057	504,504,503,503,914
3058	503,506,503,506,914
3059	510,510,768,503,503
3060	775,990,872,1158,1381,1524,1230,1325,1520
3061	503,510,503,510,914
3062	503,503,914
3063	503,503,914,510,510
3064	504,504
3065	505,505,699,699,746
3066	503,503,838,914,1357
3067	596,769
3068	699,746
3069	504,504,699,742,746,1339
3070	581,1012
3071	673,908,596,503,503
3072	768
3073	599,503,503,914
3074	504,504,1255,662,1102,700
3075	546,546,731,553,547,504
3076	503,503,612,914,1127
3077	654
3078	957,1123
3079	504,504,504,504,597
3080	595,1052
3081	925,503,503,914,56
3084	503,503,571,914,957
3086	577,503,503,914
3087	1085,503,503,914,700
3088	611,603,503,503,914,612
3089	503,503,914,612,1127
3090	699,746
3091	503,503,914,516,922
3092	503,503,914
3093	717,504,504,599
3094	503,503,914,762,1007
3095	503,503,914,699,746
3096	503,503,914
3097	503,503,914,838
3098	822,504,504,596,922
3099	503,503,503,503,914
3100	503,503,914,699,746
3101	699,746,510,510,483
3102	899,1134,510
3103	1491,817
3104	577,653,510,510
3105	653,997,510,510,718
3107	510,510,699,746,978
3108	783,783,1192,510,510,554,644,947,697,936,751
3109	510,510,881,944,1114
3110	539,729,513,560,1064
3111	513,728,729,1064,801
3112	513,1275,1391,1423,1452
3113	832,1155,1180
3114	895,733,513,1371,1325,1063,1096
3115	513,1029,664
3116	678,700,1088,725
3117	516,822,824,917,944,1012
3118	594,964,1114,795,516
3119	516,616,822,1045
3120	866,518,765,988
3121	521,699,699,699,746,746
3122	521,1373,1000,837,190
3123	813,521,959,1192,594,937
3124	768,908,522,964,393
3125	820,1100,1141,1154,1147,1145
3126	523,1465,875,976
3127	690,523,1286,1374,874,1480,1504
3128	780,523,1116,1331,1164,1054,1407
3129	1028,523,1149,1318,750,1537
3130	524,524,524,814
3131	541,542,526,1117,119
3132	526,531,1101
3133	528,902,878,542
3134	806,529,1262,907,1274
3135	529,638,642,644
3136	529,794,754,761,1151
3137	1069,1180,1136
3138	536,1031,1160,1258,1285,1080,584,1408
3139	934,800,1243,1195
3140	545,544,537,697,564
3141	1194,682,970,668,1431,1284
3142	1150,1533
3143	538,1217,958,890,1400,1177,1449
3144	538,826,1358,1044,1406
3145	788,775,1043,538,894
3146	617,538,1401
3147	1098,910,1064,1204,538
3148	777,538,800,1483
3149	538,1172,1212,1079
3150	800,539,1235,1402,1383,1095
3151	539,1151,1164,1283
3152	560,1215,1289,559
3153	539,1173,872,1077
3154	895,539,1363,582,614,1516,651,1124,1195
3155	654,541,563,904,933
3156	1248,543,1470
3157	1519,1522,1096,543
3158	902,1063,1305,607,1306
3159	545,544,713,811,811
3160	546,1256,553,731,777
3161	548,836,1034
3162	432,1219,950,1142,549
3163	710,730,549,777,1469
3164	549,605
3165	644,550,551,594,1468
3166	922,922,552,837,999
3167	879,1456,1472,1415,1182,1181,1493,1444
3168	677,555,664,1497
3169	1140,1148,817,1271,1431,1067,1405,1020
3170	1227,1140,1217,1309,556,1274,1047,1483
3171	1146,556,1069,1480
3172	820,929,560,890,1256,1080,1405,1481,1074,1511
3173	963,560,879,1264,1576
3174	699,746,699,746,563
3176	565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3177	565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3178	901,565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3179	565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3180	565,565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3181	565,565,570,570,569,866
3182	570,565,565,790,866
3183	565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3184	573,866,901,1034
3185	565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3186	1016,1263,1078,1222,660
3187	1209,872,566
3188	833,1103,1235,1226,566,747,1481
3189	641,642,645,858,1143
3190	767,308,679,574,837
3191	658,574
3192	866,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
3193	581,699,699,699,699,746,746
3194	1328,817,845,1543,1435,396,1241
3195	1444,582,840,1061,1120
3196	754,1379,1548,1022,614,582
3197	894,836,1267,931
3198	1290,1333,1341,582,1195,1469
3199	582,1195,1068,1496,1498
3200	1191,1077,584,1525,1182,962,961,1436,582,1444,1493
3201	611,605,1150,747,918,1367,1534,582
3202	1512,1444,1573,931,1202,1547,559,1126,586,1162
3203	756,1095,961,1436,1124,1195,651,1195
3204	1447,750,1414
3205	1292,583
3206	1066,586,792
3207	886,942,1478,586
3208	1147,1128,1037,1405,1548,796,1163,1195,1068,586
3209	729,1166,681,874,1246,1459,1463,962,1120
3210	590,936,257,740,957
3211	592,965
3212	592,699,746,1314,653
3213	1150,1252,682,1547,1126,1135
3214	1020,1023,1021,896,875,930
3215	1290,1333,1274,1007,1022,1350
3216	1310,594,822,1322
3217	898,1468,1493
3218	941,594,1359
3219	594,594,594
3220	594,594,594,1063,1023
3221	744,594,594,1178
3222	807,1050
3223	595,809,1214,1505,95
3224	699,699,746,746,596
3225	810,596,1081,1275,1449
3226	1182,598,1342,397,391,651,1181
3227	599,867,868,869
3228	599,699,746
3229	699,746,599,908
3230	775,602,895,1003,1209,1316,1029,842,1061,1024,614
3231	602,975,940,1104
3232	1215,920,892,1403,1388,1471,1461
3233	985,609,760,631,603
3234	1097,603,806,604,1233
3235	603,610,611,768,939
3236	603
3237	609,1045,738
3238	604,609,613
3239	605,613,984
3240	605,768,1184,606,1186
3241	609,1233,605,612,1127
3242	699,746,699
3243	1185,1186,1305
3244	611,612,727,1127
3245	612,1127,610
3246	840,685,933,1178,1184
3247	653,965,969,607
3248	611,612,1127,607,1167
3249	612,727,1127
3250	769,1240,1261
3252	607,610,612,727,1127
3253	609,613,1185,1186,1233
3254	611,612,760,1127,768
3255	609,759,939,1237,610
3256	610,611,612,985,1127
3257	611,612,984,985,1127
3258	727,947,612,1127
3259	611,612,612,1127,1127
3260	611,611,611,612,1127
3261	611,611,611,612,612
3262	610,760,984,610,1068
3263	611,612,1127,653,653
3264	974,647,1421,1323,614
3265	941,941,1245,1442,1159
3266	1057,1443
3267	1024,1023,614,912,1101
3268	1273,1401,1364,891,1503,669,931,614
3269	912,1205,1216,615
3270	616,824,1214,1366,1397
3271	617,733,987,1082
3272	780,617,1152,890,892
3273	616,917,1012,1214,1392
3274	616,661,822,944,824
3275	1003,1064,1288,1387,1489,1361,1113,1528,1495,1021,1068
3276	745,788,776,1176,800,1105,916,983,618,931,1414,1202
3277	747,793,620,1443
3278	1415,1532
3279	1576,1528,1543
3280	621,1139,667,764,1449
3281	740,763,622,744
3283	1166
3284	895,1092,1149,1316,1275,623
3285	767,1009,733,1064,1156,1252,754,1285,1044,1459
3286	628,1439
3287	1008,1234,1532
3288	1226,1308,1548
3289	862,906,1297
